%time,field.header.seq,field.header.stamp,field.header.frame_id,field.temperature,field.variance
1464517736848561259,311,1464517736843521174,,0.0,0.0
1464517736865284944,312,1464517736863539846,,0.0,0.0
1464517736884671223,313,1464517736883596591,,0.0,0.0
1464517736904565051,314,1464517736903541097,,0.0,0.0
1464517736937495080,315,1464517736923617321,,0.0,0.0
1464517736946967074,316,1464517736943702764,,0.0,0.0
1464517736964605964,317,1464517736963587270,,0.0,0.0
1464517736984544689,318,1464517736983452349,,0.0,0.0
1464517737005236483,319,1464517737003447740,,0.0,0.0
1464517737027423637,320,1464517737023406829,,0.0,0.0
1464517737044909767,321,1464517737043458418,,0.0,0.0
1464517737064533597,322,1464517737063473705,,0.0,0.0
1464517737084482269,323,1464517737083438940,,0.0,0.0
1464517737105635937,324,1464517737103490008,,0.0,0.0
1464517737126499137,325,1464517737123744929,,0.0,0.0
1464517737146649684,326,1464517737143457769,,0.0,0.0
1464517737168334547,327,1464517737163483577,,0.0,0.0
1464517737190417535,328,1464517737183471364,,0.0,0.0
1464517737206309660,329,1464517737203521442,,0.0,0.0
1464517737225236358,330,1464517737223608343,,0.0,0.0
1464517737245069510,331,1464517737243466235,,0.0,0.0
1464517737265136619,332,1464517737263610375,,0.0,0.0
1464517737286163829,333,1464517737284314930,,0.0,0.0
1464517737307877547,334,1464517737304866152,,0.0,0.0
1464517737327874761,335,1464517737323564726,,0.0,0.0
1464517737344948184,336,1464517737343451888,,0.0,0.0
1464517737372992450,337,1464517737363451654,,0.0,0.0
1464517737388142443,338,1464517737383442358,,0.0,0.0
1464517737409024237,339,1464517737403450978,,0.0,0.0
1464517737424598812,340,1464517737423450327,,0.0,0.0
1464517737446393103,341,1464517737443471083,,0.0,0.0
1464517737469151608,342,1464517737463437568,,0.0,0.0
1464517737490263401,343,1464517737483462229,,0.0,0.0
1464517737508231977,344,1464517737503546318,,0.0,0.0
1464517737528216274,345,1464517737523467803,,0.0,0.0
1464517737547541407,346,1464517737543460069,,0.0,0.0
1464517737565657743,347,1464517737563965354,,0.0,0.0
1464517737589828379,348,1464517737584288296,,0.0,0.0
1464517737606894562,349,1464517737603481451,,0.0,0.0
1464517737628671769,350,1464517737624849753,,0.0,0.0
1464517737646572221,351,1464517737644272750,,0.0,0.0
1464517737671223062,352,1464517737663560280,,0.0,0.0
1464517737691043767,353,1464517737683433327,,0.0,0.0
1464517737707739691,354,1464517737703437364,,0.0,0.0
1464517737727488104,355,1464517737723470255,,0.0,0.0
1464517737745197619,356,1464517737743446688,,0.0,0.0
1464517737767592219,357,1464517737765234155,,0.0,0.0
1464517737790477547,358,1464517737783424449,,0.0,0.0
1464517737805848685,359,1464517737803435882,,0.0,0.0
1464517737829518176,360,1464517737823458356,,0.0,0.0
1464517737850473772,361,1464517737843467445,,0.0,0.0
1464517737869503334,362,1464517737863453565,,0.0,0.0
1464517737892484755,363,1464517737883442186,,0.0,0.0
1464517737906027358,364,1464517737903450181,,0.0,0.0
1464517737925914312,365,1464517737923585415,,0.0,0.0
1464517737945538976,366,1464517737943466640,,0.0,0.0
1464517737965460721,367,1464517737963448489,,0.0,0.0
