%time,field.header.seq,field.header.stamp,field.header.frame_id,field.status.status,field.status.service,field.latitude,field.longitude,field.altitude,field.position_covariance0,field.position_covariance1,field.position_covariance2,field.position_covariance3,field.position_covariance4,field.position_covariance5,field.position_covariance6,field.position_covariance7,field.position_covariance8,field.position_covariance_type
1481903179915962176,62,1481903179912634841,,0,0,46.5184936523,6.5666103363,2.77602830977e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1481903180108560598,63,1481903180104286702,,0,0,46.5184936523,6.5666103363,2.77602830977e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1481903180304515417,64,1481903180301698497,,0,0,46.5184936523,6.5666103363,2.77602830977e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1481903180519580552,65,1481903180515195824,,0,0,46.5184936523,6.5666103363,2.77602830977e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1481903180707870234,66,1481903180703075142,,0,0,46.5184936523,6.5666103363,2.77602830977e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1481903180906591296,67,1481903180903769220,,0,0,46.5184936523,6.56661081314,2.77602830977e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1481903181112807756,68,1481903181108772558,,0,0,46.5184936523,6.5666103363,2.77602830977e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1481903181305431073,69,1481903181301877905,,0,0,46.5184936523,6.5666103363,2.77602830977e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1481903181527553066,70,1481903181523847971,,0,0,46.5184936523,6.5666103363,2.77602830977e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1481903181709255473,71,1481903181703686841,,0,0,46.5184936523,6.5666103363,2.77602830977e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1481903181907515703,72,1481903181903643733,,0,0,46.5184936523,6.5666103363,2.77602830977e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1481903182097394026,73,1481903182094073045,,0,0,46.5184936523,6.5666103363,2.77602830977e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1481903182311142759,74,1481903182307853965,,0,0,46.5184936523,6.5666103363,2.77602830977e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1481903182512427044,75,1481903182509991685,,0,0,46.5184936523,6.5666103363,2.77602830977e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1481903182706018067,76,1481903182701651359,,0,0,46.5184936523,6.5666103363,2.77602830977e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1481903182906204385,77,1481903182903370434,,0,0,46.5184936523,6.5666103363,2.77602830977e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1481903183122914204,78,1481903183117929842,,0,0,46.5184936523,6.5666103363,2.77602830977e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1481903183312077686,79,1481903183308930559,,0,0,46.5184936523,6.5666103363,2.77602830977e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1481903183509971094,80,1481903183506806415,,0,0,46.5184936523,6.5666103363,2.77602830977e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1481903183712756156,81,1481903183709579498,,0,0,46.5184936523,6.5666103363,2.77602830977e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
