%time,field.header.seq,field.header.stamp,field.header.frame_id,field.orientation.x,field.orientation.y,field.orientation.z,field.orientation.w,field.orientation_covariance0,field.orientation_covariance1,field.orientation_covariance2,field.orientation_covariance3,field.orientation_covariance4,field.orientation_covariance5,field.orientation_covariance6,field.orientation_covariance7,field.orientation_covariance8,field.angular_velocity.x,field.angular_velocity.y,field.angular_velocity.z,field.angular_velocity_covariance0,field.angular_velocity_covariance1,field.angular_velocity_covariance2,field.angular_velocity_covariance3,field.angular_velocity_covariance4,field.angular_velocity_covariance5,field.angular_velocity_covariance6,field.angular_velocity_covariance7,field.angular_velocity_covariance8,field.linear_acceleration.x,field.linear_acceleration.y,field.linear_acceleration.z,field.linear_acceleration_covariance0,field.linear_acceleration_covariance1,field.linear_acceleration_covariance2,field.linear_acceleration_covariance3,field.linear_acceleration_covariance4,field.linear_acceleration_covariance5,field.linear_acceleration_covariance6,field.linear_acceleration_covariance7,field.linear_acceleration_covariance8
1463510844317549341,468,1463510844304768472,,-7.2799744606,-2.33749461174,-90.3436279297,0.0104280002415,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,45.4878082275,-9.45121955872,-10.9146347046,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.905008227539,3.01190568848,-9.30865547017,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1463510844317586786,469,1463510844314022567,,-6.9304690361,-2.44834899902,-90.4633560181,0.00976299960166,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,45.0609779358,-8.47560977936,-12.4390249252,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.967257470703,2.82036955566,-9.38048151997,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1463510844333014897,470,1463510844324187287,,-6.5764799118,-2.54886698723,-90.5945968628,0.0101169999689,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,44.7560997009,-7.19512224197,-12.9878053665,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.972045874023,2.88740720215,-9.47146118306,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1463510844344492925,471,1463510844334296958,,-6.23641395569,-2.63896989822,-90.7203521729,0.0100889997557,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,44.1463432312,-6.7682929039,-12.4390249252,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.895431420898,2.89219560547,-9.28950185688,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1463510844346327298,472,1463510844344403972,,-5.89355039597,-2.71419072151,-90.8350753784,0.0101009998471,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,44.4512176514,-6.46341466904,-11.2804880142,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.723048901367,2.77248552246,-9.08360109863,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1463510844360744634,473,1463510844355626287,,-5.52376365662,-2.80159807205,-90.954460144,0.0111269997433,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,43.4146347046,-6.46341466904,-10.6097564697,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.828393774414,2.66235224609,-9.11233151855,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1463510844375870470,474,1463510844364738047,,-5.23232364655,-2.87763571739,-91.0433578491,0.00907300040126,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,43.2926864624,-6.95121955872,-9.75609779358,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.900219824219,2.84909997559,-9.37090471333,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1463510844376587876,475,1463510844374738193,,-4.88939380646,-2.96444153786,-91.1474304199,0.0101070003584,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,43.6585388184,-6.52439069748,-10.1219511032,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-1.03908344744,2.58573779297,-9.53371159526,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1463510844395782226,476,1463510844384930411,,-4.54220294952,-3.05883765221,-91.2609786987,0.0101129999384,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,42.9878044128,-6.46341466904,-10.9756097794,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-1.23061965332,2.42293208008,-9.86411083984,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1463510844397842470,477,1463510844395130232,,-4.19116830826,-3.14256334305,-91.3912887573,0.0101239997894,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,42.3780517578,-5.79268312454,-12.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-1.15879360352,2.1930887207,-9.8305920166,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1463510844408519191,478,1463510844405089912,,-3.86867260933,-3.22601914406,-91.5260467529,0.0100919995457,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,39.8780479431,-5.91463422775,-12.9878053665,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-1.15879360352,2.17872351074,-9.8305920166,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1463510844442802296,479,1463510844428909356,,-3.39625525475,-3.37216997147,-91.7732620239,0.0160230007023,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,37.4390220642,-7.13414621353,-15.1219511032,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-1.12527478027,2.20266552734,-10.060435376,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1463510844443056135,480,1463510844432970786,,-3.11267495155,-3.45805835724,-91.9262237549,0.00968000013381,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,36.0975646973,-7.37804937363,-15.4268302917,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-1.08217922346,1.92493813477,-10.1466266357,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1463510844443333098,481,1463510844436809885,,-2.97433567047,-3.50160884857,-92.0056152344,0.00496200006455,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,35.3048782349,-7.74390268326,-15.6707315445,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-1.00556469727,1.96324536133,-9.98382092285,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1463510844455206989,482,1463510844445548750,,-2.72256731987,-3.58725714684,-92.1625137329,0.00973199959844,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,33.2926826477,-8.04878044128,-15.7926826477,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.972045874023,1.94409174805,-9.99339772949,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
