%time,field.header.seq,field.header.stamp,field.header.frame_id,field.status.status,field.status.service,field.latitude,field.longitude,field.altitude,field.position_covariance0,field.position_covariance1,field.position_covariance2,field.position_covariance3,field.position_covariance4,field.position_covariance5,field.position_covariance6,field.position_covariance7,field.position_covariance8,field.position_covariance_type
1480335202927420447,54,1480335202924081625,,0,0,46.5184326172,6.56664228439,2.77602830977e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1480335203119824638,55,1480335203118040958,,0,0,46.5184326172,6.56664228439,2.77602830977e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1480335203326733222,56,1480335203322158109,,0,0,46.5184364319,6.56664228439,2.77602830977e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1480335203527046660,57,1480335203525249646,,0,0,46.5184364319,6.56664276123,2.77602830977e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1480335203733543216,58,1480335203730986782,,0,0,46.5184364319,6.56664228439,2.77602830977e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1480335203918238783,59,1480335203914903607,,0,0,46.5184364319,6.56664228439,2.77602830977e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1480335204128167754,60,1480335204125299813,,0,0,46.5184364319,6.56664228439,2.77602830977e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1480335204331793817,61,1480335204329074260,,0,0,46.5184364319,6.56664276123,2.77602830977e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1480335204587983489,62,1480335204583726134,,0,0,46.5184364319,6.56664276123,2.77602830977e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1480335204729202808,63,1480335204726154972,,0,0,46.5184364319,6.56664228439,2.77602830977e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1480335204931602424,64,1480335204930023793,,0,0,46.5184364319,6.56664228439,2.77602830977e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1480335205125663006,65,1480335205123365319,,0,0,46.5184364319,6.56664228439,2.77602830977e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1480335205309230147,66,1480335205305938564,,0,0,46.5184364319,6.56664323807,2.77602830977e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1480335205521518209,67,1480335205517994076,,0,0,46.5184364319,6.56664323807,2.77602830977e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1480335205725723850,68,1480335205720473848,,0,0,46.5184364319,6.56664323807,2.77602830977e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1480335205925684687,69,1480335205922868308,,0,0,46.5184364319,6.56664323807,2.77602830977e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1480335206132140514,70,1480335206123317682,,0,0,46.5184364319,6.56664323807,2.77602830977e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1480335206319993343,71,1480335206315160577,,0,0,46.5184440613,6.56662273407,2.77602830977e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1480335206525255640,72,1480335206517895815,,0,0,46.5184288025,6.56666564941,2.77602830977e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1480335206710026207,73,1480335206707517637,,0,0,46.5184249878,6.56667089462,2.77602830977e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1480335206924524144,74,1480335206920092624,,0,0,46.5184249878,6.56667518616,2.77602830977e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1480335207128432392,75,1480335207125529920,,0,0,46.5184249878,6.56667613983,2.77602830977e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1480335207319988623,76,1480335207318421815,,0,0,46.5184249878,6.56667518616,2.77602830977e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1480335207527840113,77,1480335207522796516,,0,0,46.5184364319,6.56664514542,2.77602830977e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1480335207728785212,78,1480335207726091749,,0,0,46.5184440613,6.56662893295,2.77602830977e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1480335207932651533,79,1480335207928242982,,0,0,46.5184402466,6.56664514542,2.77602830977e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1480335208123037358,80,1480335208121364666,,0,0,46.5184402466,6.56664514542,2.77602830977e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1480335208318487614,81,1480335208314144792,,0,0,46.5184402466,6.56664562225,2.77602830977e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1480335208519664638,82,1480335208518058247,,0,0,46.5184402466,6.56664514542,2.77602830977e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1480335208723549761,83,1480335208721229939,,0,0,46.5184631348,6.56662559509,2.77602830977e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1480335208932622594,84,1480335208924468506,,0,0,46.5184593201,6.56662511826,2.77602830977e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1480335209134336800,85,1480335209129793719,,0,0,46.5184593201,6.56662464142,2.77602830977e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1480335209312671127,86,1480335209310265317,,0,0,46.5184593201,6.56662321091,2.77602830977e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1480335209516622186,87,1480335209512319988,,0,0,46.5184631348,6.56662368774,2.77602830977e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1480335209777889465,88,1480335209774953296,,0,0,46.5184631348,6.56662368774,2.77602830977e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1480335209927236883,89,1480335209924802376,,0,0,46.5184631348,6.56662368774,2.77602830977e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1480335210121400068,90,1480335210116564542,,0,0,46.5184631348,6.56662416458,2.77602830977e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1480335210314023164,91,1480335210309689456,,0,0,46.5184631348,6.56662416458,2.77602830977e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1480335210513517495,92,1480335210510366849,,0,0,46.5184631348,6.56662464142,2.77602830977e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1480335210708484058,93,1480335210703370514,,0,0,46.5184631348,6.56662416458,2.77602830977e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1480335210910790706,94,1480335210907814068,,0,0,46.5184631348,6.56662416458,2.77602830977e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1480335211127687214,95,1480335211119762082,,0,0,46.5184631348,6.56662368774,2.77602830977e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1480335211313178191,96,1480335211310119366,,0,0,46.5184631348,6.56662464142,2.77602830977e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1480335211508301679,97,1480335211502657671,,0,0,46.5184631348,6.56662464142,2.77602830977e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1480335211705606865,98,1480335211702993661,,0,0,46.5184631348,6.56662464142,2.77602830977e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1480335211898707873,99,1480335211895528997,,0,0,46.5184669495,6.56662511826,2.77602830977e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1480335212101219936,100,1480335212097930697,,0,0,46.5184669495,6.56662511826,2.77602830977e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1480335212302646801,101,1480335212300904265,,0,0,46.5184669495,6.56662559509,2.77602830977e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1480335212496569988,102,1480335212493839910,,0,0,46.5184669495,6.56662559509,2.77602830977e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1480335212707189838,103,1480335212704352938,,0,0,46.5184669495,6.56662559509,2.77602830977e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1480335212909485288,104,1480335212906223809,,0,0,46.5184669495,6.56662607193,2.77602830977e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1480335213106772974,105,1480335213105060907,,0,0,46.5184669495,6.56662607193,2.77602830977e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1480335213320259411,106,1480335213314223167,,0,0,46.5184669495,6.56662607193,2.77602830977e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1480335213485832246,107,1480335213483446644,,0,0,46.5184669495,6.56662654877,2.77602830977e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1480335213700369037,108,1480335213697773697,,0,0,46.5184669495,6.56662654877,2.77602830977e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1480335213912506424,109,1480335213909719940,,0,0,46.5184669495,6.56662654877,2.77602830977e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1480335214104739888,110,1480335214102384181,,0,0,46.5184669495,6.5666270256,2.77602830977e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1480335214307718613,111,1480335214305135461,,0,0,46.5184669495,6.5666270256,2.77602830977e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1480335214500477957,112,1480335214497846889,,0,0,46.5184669495,6.5666270256,2.77602830977e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1480335214702716950,113,1480335214698330534,,0,0,46.5184669495,6.56662654877,2.77602830977e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1480335214901342071,114,1480335214898582514,,0,0,46.5184669495,6.5666270256,2.77602830977e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1480335215124480186,115,1480335215120579650,,0,0,46.5184555054,6.56665754318,2.77602830977e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1480335215324475294,116,1480335215321762507,,0,0,46.5184593201,6.56666040421,2.77602830977e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1480335215526158719,117,1480335215523775773,,0,0,46.5184669495,6.56662511826,2.77602830977e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1480335215720680077,118,1480335215716984592,,0,0,46.5184631348,6.56662893295,2.77602830977e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1480335215922984173,119,1480335215921242263,,0,0,46.5184631348,6.56662654877,2.77602830977e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1480335216120088945,120,1480335216115886485,,0,0,46.5184631348,6.56662321091,2.77602830977e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1480335216301969019,121,1480335216294604662,,0,0,46.5184669495,6.56660318375,2.77602830977e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1480335216573294222,122,1480335216568977597,,0,0,46.5184669495,6.56659650803,2.77602830977e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1480335216715069369,123,1480335216711577684,,0,0,46.5184669495,6.56658935547,2.77602830977e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1480335216913465586,124,1480335216910312075,,0,0,46.5184669495,6.56658220291,2.77602830977e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1480335217166101490,125,1480335217163512661,,0,0,46.5184631348,6.56657505035,2.77602830977e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1480335217362555226,126,1480335217357911937,,0,0,46.5184631348,6.5665678978,2.77602830977e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1480335217513297161,127,1480335217509627457,,0,0,46.5184593201,6.56656122208,2.77602830977e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1480335217708868250,128,1480335217704572249,,0,0,46.5184593201,6.56655406952,2.77602830977e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1480335218042978734,129,1480335218040019857,,0,0,46.5184631348,6.5665473938,2.77602830977e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1480335218213909643,130,1480335218211430448,,0,0,46.5184631348,6.56653785706,2.77602830977e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1480335218546503528,131,1480335218543991469,,0,0,46.5184631348,6.56653118134,2.77602830977e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
