%time,field.header.seq,field.header.stamp,field.header.frame_id,field.status.status,field.status.service,field.latitude,field.longitude,field.altitude,field.position_covariance0,field.position_covariance1,field.position_covariance2,field.position_covariance3,field.position_covariance4,field.position_covariance5,field.position_covariance6,field.position_covariance7,field.position_covariance8,field.position_covariance_type
1481903653211803416,82,1481903653207706759,,0,0,46.5184745789,6.56667041779,2.77602830977e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1481903653471756719,83,1481903653467508032,,0,0,46.5184745789,6.56667041779,2.77602830977e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1481903653611336003,84,1481903653607397315,,0,0,46.5184745789,6.56667041779,2.77602830977e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1481903653814112680,85,1481903653809843837,,0,0,46.5184745789,6.56667041779,2.77602830977e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1481903654006121624,86,1481903654001443823,,0,0,46.5184745789,6.56666994095,2.77602830977e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1481903654209384341,87,1481903654204682374,,0,0,46.5184745789,6.56666994095,2.77602830977e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1481903654389692949,88,1481903654386680978,,0,0,46.5184745789,6.56666994095,2.77602830977e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1481903654540437205,89,1481903654531091291,,0,0,46.5184745789,6.56666994095,2.77602830977e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1481903654723245026,90,1481903654718583788,,0,0,46.5184745789,6.56666994095,2.77602830977e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1481903654913367672,91,1481903654909624505,,0,0,46.5184745789,6.56666994095,2.77602830977e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1481903655116311328,92,1481903655111499777,,0,0,46.5184745789,6.56666994095,2.77602830977e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1481903655309310529,93,1481903655303059451,,0,0,46.5184745789,6.56667041779,2.77602830977e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1481903655523193168,94,1481903655517055371,,0,0,46.5184745789,6.56666994095,2.77602830977e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1481903655702343706,95,1481903655698107102,,0,0,46.5184745789,6.56666946411,2.77602830977e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1481903655911815522,96,1481903655909093810,,0,0,46.5184745789,6.56666946411,2.77602830977e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1481903656107315290,97,1481903656099730674,,0,0,46.5184783936,6.56666898727,2.77602830977e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1481903656210352427,98,1481903656207761339,,0,0,46.5184745789,6.56666994095,2.77602830977e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1481903656411365045,99,1481903656407698284,,0,0,46.5184745789,6.56666946411,2.77602830977e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1481903656599918008,100,1481903656596766974,,0,0,46.5184745789,6.56666946411,2.77602830977e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1481903656710076272,101,1481903656707461539,,0,0,46.5184745789,6.56666946411,2.77602830977e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1481903656910926652,102,1481903656907001037,,0,0,46.5184745789,6.56666946411,2.77602830977e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
