%time,field.header.seq,field.header.stamp,field.header.frame_id,field.temperature,field.variance
1463662911603876024,439,1463662911471164279,,1530.0,-8.39999961853
1463662911604107874,440,1463662911508980242,,1530.0,-8.52000045776
1463662911604159483,441,1463662911532976242,,1530.0,-8.52000045776
1463662911604377897,442,1463662911570706485,,1530.0,-8.52000045776
1463662911604526058,443,1463662911584141804,,1529.0,-8.52000045776
1463662911616083194,444,1463662911604211665,,1529.0,-8.52000045776
1463662911630459087,445,1463662911618481320,,1530.0,-8.52000045776
1463662911648290649,446,1463662911628159128,,1530.0,-8.52000045776
1463662911648852463,447,1463662911636947917,,1530.0,-8.39999961853
1463662911657928045,448,1463662911652504673,,1529.0,-8.52000045776
1463662911666516022,449,1463662911660835282,,1529.0,-8.52000045776
1463662911675549004,450,1463662911667605436,,1529.0,-8.52000045776
1463662911698494180,451,1463662911686297113,,1529.0,-8.52000045776
1463662911719758183,452,1463662911696553296,,1529.0,-8.52000045776
1463662911720509247,453,1463662911708961798,,1530.0,-8.52000045776
1463662911720850148,454,1463662911714982918,,1530.0,-8.52000045776
1463662911735080224,455,1463662911727569421,,1529.0,-8.52000045776
1463662911760021225,456,1463662911746110490,,1530.0,-8.52000045776
1463662911788401438,457,1463662911765920588,,1530.0,-8.52000045776
1463662911788832121,458,1463662911775840921,,1529.0,-8.52000045776
1463662911836182678,459,1463662911787501536,,1529.0,-8.52000045776
1463662911836223507,460,1463662911801867534,,1529.0,-8.64000034332
1463662911836270221,461,1463662911812776199,,1529.0,-8.64000034332
1463662911841277284,462,1463662911819839862,,1529.0,-8.52000045776
1463662911857180617,463,1463662911849884635,,1529.0,-8.64000034332
1463662911887793973,464,1463662911867015491,,1529.0,-8.52000045776
1463662911887878912,465,1463662911877446863,,1530.0,-8.52000045776
1463662911905697923,466,1463662911899447245,,1530.0,-8.52000045776
1463662911968213195,467,1463662911937244148,,1529.0,-8.52000045776
1463662911992281895,468,1463662911969348854,,1529.0,-8.52000045776
1463662912014816230,469,1463662911999822903,,1530.0,-8.52000045776
1463662912054995271,470,1463662912028724361,,1529.0,-8.52000045776
1463662912066860342,471,1463662912057074369,,1529.0,-8.52000045776
1463662912106795035,472,1463662912086358807,,1530.0,-8.52000045776
1463662912219695954,473,1463662912114758185,,1530.0,-8.52000045776
1463662912220015450,474,1463662912153601797,,1530.0,-8.39999961853
1463662912223212709,475,1463662912181155277,,1530.0,-8.52000045776
1463662912223273015,476,1463662912205562273,,1529.0,-8.52000045776
1463662912366613090,477,1463662912228579368,,1530.0,-8.52000045776
1463662912366673813,478,1463662912254309867,,1530.0,-8.52000045776
1463662912366723495,479,1463662912277717649,,1529.0,-8.52000045776
1463662912366769740,480,1463662912302633705,,1530.0,-8.52000045776
1463662912366809111,481,1463662912324111748,,1530.0,-8.39999961853
1463662912366846763,482,1463662912346274716,,1530.0,-8.52000045776
1463662912960103142,483,1463662912368878522,,1530.0,-8.39999961853
1463662912962164065,484,1463662912392786198,,1530.0,-8.52000045776
1463662912962453982,485,1463662912415429479,,1530.0,-8.52000045776
1463662912963699732,486,1463662912437701967,,1530.0,-8.52000045776
1463662912968101496,487,1463662912460552986,,1530.0,-8.39999961853
1463662912968458749,488,1463662912484968575,,1530.0,-8.52000045776
1463662912969598678,489,1463662912508694447,,1530.0,-8.39999961853
1463662912969938902,490,1463662912527825973,,1530.0,-8.39999961853
1463662912970212414,491,1463662912552535280,,1530.0,-8.52000045776
1463662912970462335,492,1463662912577526276,,1530.0,-8.39999961853
1463662912970717463,493,1463662912601899318,,1530.0,-8.39999961853
1463662912970962749,494,1463662912630747293,,1530.0,-8.52000045776
1463662912971206629,495,1463662912654029880,,1530.0,-8.39999961853
1463662912974071528,496,1463662912677877302,,1530.0,-8.39999961853
1463662912974437113,497,1463662912701533025,,1530.0,-8.52000045776
1463662912974730727,498,1463662912725066262,,1530.0,-8.39999961853
1463662912975027726,499,1463662912748875615,,1530.0,-8.52000045776
1463662912975303999,500,1463662912773726626,,1530.0,-8.39999961853
1463662912975590738,501,1463662912800211888,,1530.0,-8.39999961853
1463662912975854200,502,1463662912823350323,,1530.0,-8.39999961853
1463662912976121514,503,1463662912850851465,,1530.0,-8.39999961853
1463662912976370706,504,1463662912874363922,,1529.0,-8.52000045776
1463662912976614899,505,1463662912901128945,,1529.0,-8.52000045776
1463662912976859612,506,1463662912924390493,,1530.0,-8.52000045776
1463662912977258475,507,1463662912950044803,,1529.0,-8.52000045776
1463662912977648641,508,1463662912973518358,,1530.0,-8.52000045776
1463662914383587364,509,1463662912997013787,,1530.0,-8.39999961853
1463662914383856189,510,1463662913023151638,,1529.0,-8.52000045776
1463662914384131523,511,1463662913046758200,,1529.0,-8.52000045776
1463662914384385923,512,1463662913072527393,,1529.0,-8.52000045776
1463662914384638187,513,1463662913096483918,,1529.0,-8.52000045776
1463662914384893681,514,1463662913122293315,,1529.0,-8.52000045776
1463662914386079230,515,1463662913146613394,,1530.0,-8.27999973297
1463662914386366594,516,1463662913173858677,,1529.0,-8.52000045776
1463662914386614432,517,1463662913196974043,,1529.0,-8.52000045776
1463662914386867686,518,1463662913223841190,,1529.0,-8.52000045776
1463662914390147383,519,1463662913248509200,,1530.0,-8.52000045776
1463662914390559266,520,1463662913272035563,,1529.0,-8.52000045776
1463662914390827518,521,1463662913284661958,,1530.0,-8.52000045776
1463662914391094052,522,1463662913305779362,,1529.0,-8.52000045776
1463662914391349389,523,1463662913326852709,,1530.0,-8.52000045776
1463662914392714189,524,1463662913350683726,,1529.0,-8.52000045776
1463662914393024729,525,1463662913376421777,,1529.0,-8.64000034332
1463662914396932119,526,1463662913397387374,,1529.0,-8.52000045776
1463662914397290257,527,1463662913419772038,,1530.0,-8.52000045776
1463662914397581684,528,1463662913442565146,,1529.0,-8.52000045776
1463662914397863112,529,1463662913468731223,,1529.0,-8.64000034332
1463662914398145060,530,1463662913492066825,,1529.0,-8.52000045776
1463662914399647138,531,1463662913518095626,,1530.0,-8.52000045776
1463662914400202130,532,1463662913542279678,,1529.0,-8.52000045776
1463662914400503451,533,1463662913568780406,,1529.0,-8.64000034332
1463662914400769256,534,1463662913592241672,,1529.0,-8.52000045776
1463662914401028342,535,1463662913621148807,,1529.0,-8.52000045776
1463662914401276336,536,1463662913641364121,,1529.0,-8.52000045776
1463662914401519956,537,1463662913667843394,,1529.0,-8.64000034332
1463662914401772377,538,1463662913688893097,,1529.0,-8.52000045776
1463662914402038598,539,1463662913711486436,,1529.0,-8.64000034332
1463662914402295966,540,1463662913736395930,,1529.0,-8.64000034332
1463662914402557396,541,1463662913757973076,,1529.0,-8.52000045776
1463662914403790231,542,1463662913780581205,,1530.0,-8.52000045776
1463662914407936554,543,1463662913801465978,,1530.0,-8.52000045776
1463662914408274538,544,1463662913823466672,,1529.0,-8.52000045776
1463662914408550029,545,1463662913848739252,,1529.0,-8.52000045776
1463662914409864783,546,1463662913871064547,,1529.0,-8.52000045776
1463662914410177145,547,1463662913894309534,,1529.0,-8.52000045776
1463662914411388576,548,1463662913918405418,,1529.0,-8.52000045776
1463662914411707917,549,1463662913941370383,,1530.0,-8.52000045776
1463662914411963879,550,1463662913962652718,,1530.0,-8.52000045776
1463662914412221403,551,1463662913981998543,,1529.0,-8.52000045776
1463662914412493822,552,1463662914004110475,,1530.0,-8.52000045776
1463662914412779936,553,1463662914026805209,,1529.0,-8.52000045776
1463662914413047616,554,1463662914053682824,,1530.0,-8.52000045776
1463662914413306182,555,1463662914076698564,,1529.0,-8.52000045776
1463662914413567039,556,1463662914102775328,,1530.0,-8.52000045776
1463662914413807377,557,1463662914126689618,,1529.0,-8.52000045776
1463662914415051462,558,1463662914154601965,,1529.0,-8.52000045776
1463662914415391269,559,1463662914178093696,,1530.0,-8.52000045776
1463662914415633170,560,1463662914204732586,,1529.0,-8.52000045776
1463662914415882309,561,1463662914227895759,,1530.0,-8.52000045776
1463662914416134209,562,1463662914247974317,,1529.0,-8.52000045776
1463662914417913444,563,1463662914274448590,,1530.0,-8.52000045776
1463662914420396821,564,1463662914298315645,,1529.0,-8.52000045776
1463662914420785217,565,1463662914323135931,,1530.0,-8.52000045776
1463662914421084820,566,1463662914347291600,,1529.0,-8.52000045776
1463662914422505187,567,1463662914370760365,,1529.0,-8.52000045776
1463662914425744108,568,1463662914397033774,,1529.0,-8.52000045776
1463662914426193486,569,1463662914420735847,,1529.0,-8.39999961853
