%time,field.header.seq,field.header.stamp,field.header.frame_id,field.status.status,field.status.service,field.latitude,field.longitude,field.altitude,field.position_covariance0,field.position_covariance1,field.position_covariance2,field.position_covariance3,field.position_covariance4,field.position_covariance5,field.position_covariance6,field.position_covariance7,field.position_covariance8,field.position_covariance_type
1480333350312148621,54,1480333350308098555,,0,0,46.5185050964,6.56669139862,2.77602830977e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1480333350546799958,55,1480333350542654060,,0,0,46.5185050964,6.56668996811,2.77602830977e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1480333350603516652,56,1480333350595285325,,0,0,46.5185050964,6.56668996811,2.77602830977e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1480333350721418643,57,1480333350712565187,,0,0,46.5185050964,6.56668996811,2.77602830977e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1480333350910728229,58,1480333350906246345,,0,0,46.5185050964,6.56668996811,2.77602830977e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1480333351115647040,59,1480333351109368558,,0,0,46.5185050964,6.56668949127,2.77602830977e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1480333351307007283,60,1480333351303527264,,0,0,46.5185050964,6.56668949127,2.77602830977e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1480333351513253424,61,1480333351508526595,,0,0,46.5185050964,6.56668901443,2.77602830977e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1480333351715926371,62,1480333351713927745,,0,0,46.5185050964,6.56668901443,2.77602830977e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1480333351898328992,63,1480333351888348411,,0,0,46.5185050964,6.5666885376,2.77602830977e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1480333352007632941,64,1480333352000478479,,0,0,46.5185050964,6.5666885376,2.77602830977e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1480333352201128997,65,1480333352197419553,,0,0,46.5185241699,6.56669902802,2.77602830977e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1480333352407069256,66,1480333352403130023,,0,0,46.5185241699,6.5666975975,2.77602830977e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1480333352612246241,67,1480333352605999531,,0,0,46.5185050964,6.56669330597,2.77602830977e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1480333352824629043,68,1480333352821231263,,0,0,46.5185050964,6.56669378281,2.77602830977e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1480333353013408998,69,1480333353007178798,,0,0,46.5185050964,6.56669330597,2.77602830977e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1480333353205531109,70,1480333353202545877,,0,0,46.5185050964,6.56669235229,2.77602830977e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1480333353421577521,71,1480333353410878197,,0,0,46.5185012817,6.56669282913,2.77602830977e-40,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
